"Gambar Produk","Link Produk","Nama Produk","Nama Toko","Harga","Omset Total","Penjualan Total","Omset 30 Hari","Penjualan 30 Hari","Rating"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7rbk2-m6oy94x3zu4482_tn.webp","https://shopee.co.id/atlantis-mtb-24-26-275-inch-21-speed-diskbrake-i.31188778.7816108635","Atlantis MTB 24 26 27.5 Inch 21 Speed Diskbrake","Cung Bikes","Rp 1.000.000","Rp 1.000.000.000","1.000","Rp 30.000.000","30","4.62"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-8224z-mio8uqjizp4w89_tn.webp","https://shopee.co.id/magical-playtime-sepeda-anak-laki-lakisepeda-lipatbmxdengan-roda-bantu-usia-2-8tahun-121416inch-i.1379390326.40068503602","MAGICAL PLAYTIME Sepeda Anak Laki Laki,Sepeda Lipat,BMX,Dengan Roda Bantu Usia 2-8Tahun 12&14&16INCH","MAGICAL PLAYTIME Official Store","Rp 584.000","Rp 535.528.000","917","Rp 306.600.000","525","4.77"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-8224p-mj6kirxk2xvl3c_tn.webp","https://shopee.co.id/evergreen-ranger-545-mtb-275-inch-24-speed-i.31188778.7153132563","Evergreen Ranger 545 MTB 27.5 Inch 24 Speed","Cung Bikes","Rp 1.150.000","Rp 2.300.000.000","2.000","Rp 80.500.000","70","4.69"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-8224t-mgstyzixb9xqcc_tn.webp","https://shopee.co.id/anchi-sepeda-gunung-20-7-speed-rem-cakram-i.1459546047.48251024859","Anchi Sepeda Gunung 20"" 7-Speed Rem Cakram","Biking King","Rp 818.888","Rp 30.298.856","37","Rp 4.913.328","6","4.93"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7ra0h-mdof7b5cp2r3ba_tn.webp","https://shopee.co.id/anchi-2026-new-sepeda-gunung-mtb-2426inci-21speed-sepeda-dewasa-155-180cm-i.1485605484.27179400969","Anchi 2026 New Sepeda Gunung MTB 24/26inci 21Speed - Sepeda Dewasa (155-180cm)","Bike Ranger","Rp 1.038.510","Rp 63.349.110","61","Rp 13.500.630","13","4.81"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7rbkd-m9r2cb6oekua2f_tn.webp","https://shopee.co.id/sepeda-fixie-alton-fx-mistique-24inch-i.26865232.29474236304","Sepeda Fixie Alton FX Mistique 24Inch","Element Bike Indonesia","Rp 1.084.000","Rp 308.940.000","285","Rp 31.436.000","29","4.78"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7ra0s-mdofylzbrvym09_tn.webp","https://shopee.co.id/sepeda-mtb-odessy-fuse-24-26-frame-steel-21-speed-i.34416008.26227228359","Sepeda MTB Odessy Fuse 24' 26' Frame Steel - 21 Speed","Odessy Official Shop","Rp 1.320.000","Rp 613.800.000","465","Rp 42.240.000","32","4.62"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/0244ed4fe7143e01f093c05e80e0c121_tn.webp","https://shopee.co.id/kursi-boncengan-sepeda-lipat-aman-anak-1-5-tahun-i.176244347.8601452711","Kursi Boncengan Sepeda Lipat Aman Anak 1-5 Tahun","aquamooz","Rp 117.000","Rp 702.000.000","6.000","Rp 29.484.000","252","4.64"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7rasl-m0wljs9sifz00e_tn.webp","https://shopee.co.id/sepeda-fixie-platinum-sport-frame-besi-700c-velg-tinggi-torpedo-stang-balap-cung-bikes-i.31188778.24902471188","Sepeda Fixie Platinum Sport Frame Besi 700C  Velg Tinggi Torpedo stang balap cung bikes","Cung Bikes","Rp 1.020.000","Rp 142.800.000","140","Rp 4.080.000","4","4.49"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81ztk-mes13l1ftb0iab_tn.webp","https://shopee.co.id/sepeda-bmx-remaja-velion-i-rem-discbrake-v-brake-i-ban-jumbo-dan-standar-i-i-9-15-tahun-i.140996876.5816270228","Sepeda BMX Remaja VELION I Rem DISCBRAKE - V BRAKE I Ban Jumbo dan standar I  I  9 - 15 Tahun","HokieJayaSepeda","Rp 649.130","Rp 6.491.300.000","10.000","Rp 245.371.140","378","4.67"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-8224w-mkbzi7raojrcfb_tn.webp","https://shopee.co.id/sepeda-gunung-mtb-26-inch-xavior-superorca-21-speed-i.70657445.17539365947","Sepeda Gunung MTB 26 Inch XAVIOR SUPERORCA 21 Speed","XaviorBike","Rp 2.649.000","Rp 1.136.421.000","429","Rp 74.172.000","28","4.85"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-8224v-mkorzr7n9af7c9_tn.webp","https://shopee.co.id/odessy-ritz-7-speed-folding-bike-double-disc-i.84199141.14361922252","Odessy Ritz 7 Speed Folding Bike Double Disc","CUNG BIKES GS","Rp 1.150.000","Rp 43.700.000","38","Rp 2.300.000","2","4.68"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81ztm-mfkt8mwit9n1cd_tn.webp","https://shopee.co.id/anchi-sepeda-gunung-20-inci-7-speed-5-tahun-garansi-i.1440287841.43162273972","Anchi Sepeda Gunung 20 Inci 7 Speed 5 Tahun Garansi","ANCHI Official Store","Rp 719.000","Rp 338.649.000","471","Rp 60.396.000","84","4.40"
